DepartamentoDelPredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioDelSolicitante,NumeroDeSolicitantes
Nariño,Samaniego,52678,Mayor Joven Entre 60-69 Años,26
Tolima,Líbano,73411,Mayor Mayor Entre 80-89 Años,50
Valle Del Cauca,La Cumbre,76377,Mayor Mayor Entre 80-89 Años,11
Bolívar,Zambrano,13894,Adolescencia,1
Putumayo,Colón,86219,Adulto,4
Nariño,Francisco Pizarro,52520,NoReporta,1
Tolima,Chaparral,73168,Adulto Joven,2
Bolívar,Turbaco,13836,Mayor Joven Entre 60-69 Años,19
Boyacá,Guouicán,15332,Adulto,2
Norte Santander,Chitagá,54174,Nonagenario,1
Tolima,Falán,73270,Mayor Joven Entre 60-69 Años,12
Santander,La Paz,68397,Mayor Mayor Entre 80-89 Años,3
Quindío,Quimbaya,63594,Adulto,1
Casanare,Chameza,85015,Mayor Joven Entre 60-69 Años,9
Caldas,Manizales,17001,Mayor Adulto Entre 70-79 Años,7
Santander,Lebríja,68406,Mayor Joven Entre 60-69 Años,37
Valle Del Cauca,La Cumbre,76377,Nonagenario,1
Chocó,Lloró,27413,Nonagenario,2
Córdoba,Tierralta,23807,Nonagenario,53
Bolívar,Arjona,13052,Centenario,1
Atlántico,Barranquilla,08001,NoReporta,4
Santander,Páramo,68533,Adulto,1
Casanare,Monterrey,85162,Adulto Joven,2
Boyacá,Quípama,15580,NoReporta,2
Nariño,San Lorenzo,52687,NoReporta,1
Bolívar,Clemencia,13222,Mayor Mayor Entre 80-89 Años,4
Cesar,Chimichagua,20175,Mayor Joven Entre 60-69 Años,34
Cesar,La Paz,20621,Mayor Adulto Entre 70-79 Años,57
Chocó,Nóvita,27491,NoReporta,0
Nariño,Pasto,52001,Nonagenario,10
Guaviare,Calamar,95015,Nonagenario,2
Antioquia,Abejorral,05002,Adulto,25
Bolívar,Regidor,13580,Adulto,23
Casanare,San Luis De Palenque,85325,Mayor Adulto Entre 70-79 Años,11
Putumayo,Valle Del Guamuez,86865,Adolescencia,1
Arauca,Cravo Norte,81220,Adulto,24
Norte Santander,Hacarí,54344,Mayor Adulto Entre 70-79 Años,15
Norte Santander,Ocaña,54498,NoReporta,14
Norte Santander,Teorama,54800,Mayor Adulto Entre 70-79 Años,26
Nariño,Los Andes,52418,Adulto Joven,2
Córdoba,Tierralta,23807,Centenario,5
Santander,Landázuri,68385,Mayor Mayor Entre 80-89 Años,7
Sucre,San Juan De Betulia,70702,Adulto,5
Norte Santander,El Zulia,54261,Mayor Mayor Entre 80-89 Años,15
Tolima,Chaparral,73168,Nonagenario,8
Cauca,Sotará,19760,Mayor Mayor Entre 80-89 Años,2
Nariño,Olaya Herrera,52490,Adulto Joven,1
Antioquia,Urrao,05847,NoReporta,1
Valle Del Cauca,Restrepo,76606,Adulto,3
La Guajira,Dibulla,44090,Mayor Mayor Entre 80-89 Años,33
Córdoba,Puerto Escondido,23574,NoReporta,1
Sucre,Sincelejo,70001,Centenario,2
Nariño,Tangua,52788,Adulto Joven,1
Santander,Los Santos,68418,Adulto,3
Cundinamarca,Medina,25438,NoReporta,4
Antioquia,Cañasgordas,05138,Nonagenario,4
Bolívar,San Martín De Loba,13667,Mayor Joven Entre 60-69 Años,21
Valle Del Cauca,Guacarí,76318,Mayor Joven Entre 60-69 Años,12
Chocó,Juradó,27372,Adulto,27
Caquetá,Florencia,18001,Nonagenario,9
Valle Del Cauca,Sevilla,76736,Nonagenario,4
Bolívar,San Juan Nepomuceno,13657,Adulto,131
Risaralda,Pereira,66001,Mayor Joven Entre 60-69 Años,18
Caldas,Palestina,17524,Mayor Adulto Entre 70-79 Años,1
Sucre,Morroa,70473,Centenario,10
Antioquia,Olaya,05501,Mayor Adulto Entre 70-79 Años,2
Sucre,San Onofre,70713,Nonagenario,23
Córdoba,Montelíbano,23466,Mayor Mayor Entre 80-89 Años,33
Bolívar,San Jacinto,13654,Adulto Joven,2
Antioquia,Amalfi,05031,Nonagenario,3
Valle Del Cauca,El Cerrito,76248,NoReporta,3
Caquetá,Curillo,18205,Mayor Joven Entre 60-69 Años,87
La Guajira,Riohacha,44001,Nonagenario,2
Antioquia,Caucasia,05154,NoReporta,13
Caldas,Viterbo,17877,Adulto,1
Antioquia,San Rafael,05667,Adulto Joven,3
Valle Del Cauca,Palmira,76520,Mayor Mayor Entre 80-89 Años,11
Caldas,Pácora,17513,Adulto,11
Chocó,El Litoral Del San Juan,27250,Adulto,14
Putumayo,Puerto Asís,86568,Nonagenario,9
Casanare,Chameza,85015,Adulto,6
Huila,Colombia,41206,Mayor Mayor Entre 80-89 Años,12
Antioquia,Concepción,05206,Adulto,1
Cesar,Río De Oro,20614,Mayor Adulto Entre 70-79 Años,18
Tolima,San Antonio,73675,Adulto Joven,3
Cauca,Mercaderes,19450,Mayor Joven Entre 60-69 Años,23
Nariño,Francisco Pizarro,52520,Adulto Joven,0
Boyacá,Cubará,15223,Nonagenario,2
Santander,El Peñón,68250,Mayor Adulto Entre 70-79 Años,14
Caquetá,Valparaíso,18860,NoReporta,4
Chocó,Bahía Solano,27075,Adulto,16
Antioquia,Tarso,05792,Adulto,11
Meta,Fuente De Oro,50287,NoReporta,9
Santander,El Peñón,68250,Adulto,32
Nariño,Santacruz,52699,Mayor Joven Entre 60-69 Años,19
Magdalena,Salamina,47675,Nonagenario,2
Antioquia,San Pedro de Urabá,05665,Adulto,103
Tolima,Ambalema,73030,Mayor Adulto Entre 70-79 Años,17
Magdalena,Puebloviejo,47570,NoReporta,2
Meta,El Castillo,50251,Nonagenario,14
Meta,Guamal,50318,NoReporta,2
Santander,San Joaquín,68682,Adulto,2
Valle Del Cauca,Jamundí,76364,Mayor Mayor Entre 80-89 Años,24
Nariño,Mallama,52435,Nonagenario,0
Vaupés,Mitú,97001,Mayor Mayor Entre 80-89 Años,6
Cesar,Río De Oro,20614,Mayor Joven Entre 60-69 Años,35
Meta,Puerto Gaitán,50568,Mayor Adulto Entre 70-79 Años,106
Nariño,Roberto Payán,52621,Mayor Mayor Entre 80-89 Años,6
Valle Del Cauca,El Aguila,76243,Adulto,8
Valle Del Cauca,Florida,76275,Mayor Joven Entre 60-69 Años,11
Cundinamarca,Ubalá,25839,Adulto Joven,4
Cundinamarca,Quetame,25594,Adulto,3
Cundinamarca,El Peñón,25258,Primera Infancia,4
Santander,Tona,68820,Mayor Mayor Entre 80-89 Años,6
Cesar,Chimichagua,20175,Mayor Mayor Entre 80-89 Años,24
Tolima,San Antonio,73675,Adulto,130
Antioquia,Betania,05091,NoReporta,0
Valle Del Cauca,El Cairo,76246,Primera Infancia,1
Casanare,Orocué,85230,Nonagenario,3
Cauca,Timbío,19807,Mayor Adulto Entre 70-79 Años,38
Valle Del Cauca,Cartago,76147,Adulto,8
Córdoba,Canalete,23090,Mayor Adulto Entre 70-79 Años,20
Cundinamarca,Arbeláez,25053,Mayor Joven Entre 60-69 Años,39
Meta,San Martín,50689,Mayor Mayor Entre 80-89 Años,17
Antioquia,Cáceres,05120,Mayor Joven Entre 60-69 Años,216
Amazonas,La Pedrera,91407,Mayor Joven Entre 60-69 Años,2
Antioquia,Necoclí,05490,Mayor Joven Entre 60-69 Años,187
Cesar,Chiriguaná,20178,NoReporta,2
Tolima,Fresno,73283,Mayor Adulto Entre 70-79 Años,13
Risaralda,Apía,66045,NoReporta,0
Cauca,Caldono,19137,Adulto,28
Valle Del Cauca,Trujillo,76828,Adulto Joven,1
Antioquia,Retiro,05607,Adulto,7
Magdalena,Ciénaga,47189,NoReporta,3
Meta,Mapiripán,50325,Mayor Adulto Entre 70-79 Años,239
Antioquia,El Bagre,05250,Mayor Adulto Entre 70-79 Años,104
Tolima,Ibagué,73001,Mayor Adulto Entre 70-79 Años,45
Caquetá,San José Del Fragua,18610,NoReporta,1
Cundinamarca,Chipaque,25178,Mayor Joven Entre 60-69 Años,6
Casanare,San Luis De Palenque,85325,Nonagenario,0
Nariño,Santa Bárbara,52696,Adulto,275
Nariño,Policarpa,52540,Mayor Joven Entre 60-69 Años,132
Magdalena,Zona Bananera,47980,Mayor Adulto Entre 70-79 Años,75
Santander,Simacota,68745,Adulto,83
Valle Del Cauca,Argelia,76054,NoReporta,1
Cauca,Mercaderes,19450,Mayor Mayor Entre 80-89 Años,12
Chocó,Quibdó,27001,Mayor Joven Entre 60-69 Años,35
La Guajira,Maicao,44430,Adulto,37
Cundinamarca,Gama,25299,Adulto,1
Sucre,Sincelejo,70001,Mayor Adulto Entre 70-79 Años,16
Risaralda,Dosquebradas,66170,Adulto,9
Cundinamarca,Anolaima,25040,Adulto,1
Antioquia,Turbo,05837,Nonagenario,114
Cundinamarca,Paime,25518,Adulto,4
Antioquia,Cañasgordas,05138,NoReporta,2
Córdoba,Planeta Rica,23555,Nonagenario,1
Cauca,Popayán,19001,Adulto,294
Santander,Bolívar,68101,Adulto Joven,1
Valle Del Cauca,Cali,76001,Mayor Joven Entre 60-69 Años,84
Antioquia,Segovia,05736,Mayor Mayor Entre 80-89 Años,8
Norte Santander,La Playa,54398,Mayor Joven Entre 60-69 Años,11
Bolívar,Cartagena,13001,Mayor Adulto Entre 70-79 Años,21
Santander,Puerto Wilches,68575,Mayor Mayor Entre 80-89 Años,28
Chocó,Bojayá,27099,Mayor Joven Entre 60-69 Años,11
Antioquia,Sonsón,05756,Centenario,1
Bolívar,Villanueva,13873,Adulto,45
Cundinamarca,Topaipí,25823,Mayor Joven Entre 60-69 Años,5
Cundinamarca,Pacho,25513,Mayor Joven Entre 60-69 Años,28
Córdoba,Pueblo Nuevo,23570,Adulto,62
Huila,Suaza,41770,Adulto Joven,1
Huila,Algeciras,41020,Adulto,77
Meta,Lejanías,50400,NoReporta,10
Boyacá,Quípama,15580,Adulto,13
Nariño,La Florida,52381,Mayor Adulto Entre 70-79 Años,3
Chocó,Istmina,27361,Adulto Joven,0
Bolívar,Río Viejo,13600,Mayor Adulto Entre 70-79 Años,4
Valle Del Cauca,Florida,76275,Adulto,23
Cundinamarca,Cabrera,25120,NoReporta,1
Antioquia,MEDELLÍN,05001,Mayor Mayor Entre 80-89 Años,50
Caldas,Victoria,17867,NoReporta,2
Antioquia,San Francisco,05652,Mayor Joven Entre 60-69 Años,48
Meta,Lejanías,50400,Mayor Mayor Entre 80-89 Años,20
Caquetá,Belén De Los Andaquies,18094,Infancia,1
Cesar,Pelaya,20550,Mayor Mayor Entre 80-89 Años,52
Boyacá,Pajarito,15518,Adulto,22
Bolívar,San Jacinto Del Cauca,13655,Mayor Joven Entre 60-69 Años,22
Bolívar,Arjona,13052,Adulto,28
Meta,Puerto Lleras,50577,Mayor Joven Entre 60-69 Años,90
Arauca,Saravena,81736,Mayor Mayor Entre 80-89 Años,8
Chocó,Medio Atrato,27425,NoReporta,1
Cundinamarca,La Palma,25394,NoReporta,5
Huila,Pital,41548,Adulto,2
Meta,Mapiripán,50325,Adulto,571
Santander,San Miguel,68686,Mayor Joven Entre 60-69 Años,7
Chocó,Unión Panamericana,27810,NoReporta,1
Cauca,Sucre,19785,NoReporta,2
Putumayo,Valle Del Guamuez,86865,Mayor Mayor Entre 80-89 Años,69
Cundinamarca,Venecia,25506,Nonagenario,0
La Guajira,Hatonuevo,44378,Adulto,1
Nariño,Túquerres,52838,Mayor Adulto Entre 70-79 Años,1
Bolívar,Tiquisio,13810,NoReporta,2
Cesar,Pailitas,20517,Mayor Adulto Entre 70-79 Años,78
Antioquia,Nariño,05483,Mayor Joven Entre 60-69 Años,48
Meta,Barranca De Upía,50110,Mayor Joven Entre 60-69 Años,6
Vichada,Santa Rosalía,99624,Mayor Adulto Entre 70-79 Años,8
Tolima,Ortega,73504,Adulto Joven,0
Tolima,Villahermosa,73870,Nonagenario,8
Santander,Girón,68307,Adulto,35
Putumayo,Puerto Caicedo,86569,Mayor Mayor Entre 80-89 Años,35
Cundinamarca,El Peñón,25258,Adulto Joven,1
Bolívar,Barranco De Loba,13074,Centenario,1
Antioquia,Heliconia,05347,Mayor Mayor Entre 80-89 Años,6
Caquetá,El Paujil,18256,Mayor Adulto Entre 70-79 Años,23
Santander,El Carmen De Chucurí,68235,Mayor Mayor Entre 80-89 Años,45
Santander,Sabana De Torres,68655,Mayor Adulto Entre 70-79 Años,108
Santander,Puerto Wilches,68575,Mayor Adulto Entre 70-79 Años,47
Casanare,Aguazul,85010,Mayor Joven Entre 60-69 Años,23
Arauca,Arauca,81001,Nonagenario,2
Huila,Baraya,41078,NoReporta,4
Antioquia,Entrerrios,05264,Mayor Adulto Entre 70-79 Años,1
Antioquia,Murindó,05475,Mayor Mayor Entre 80-89 Años,3
Córdoba,Cotorra,23300,Mayor Joven Entre 60-69 Años,1
Antioquia,Bello,05088,Nonagenario,7
Tolima,Ortega,73504,Mayor Adulto Entre 70-79 Años,67
Nariño,Córdoba,52215,Adulto,4
Magdalena,Zona Bananera,47980,Adulto Joven,2
Caquetá,La Montañita,18410,Mayor Joven Entre 60-69 Años,132
Magdalena,Aracataca,47053,Adulto Joven,1
Meta,Villavicencio,50001,Adulto Joven,3
Bolívar,Norosí,13490,Adulto,13
Bolívar,Villanueva,13873,Mayor Adulto Entre 70-79 Años,16
Caldas,Salamina,17653,Mayor Joven Entre 60-69 Años,25
Antioquia,Necoclí,05490,Mayor Mayor Entre 80-89 Años,129
Vichada,Santa Rosalía,99624,Adulto,10
Antioquia,Arboletes,05051,Mayor Joven Entre 60-69 Años,165
Antioquia,Fredonia,05282,Mayor Adulto Entre 70-79 Años,2
Magdalena,Plato,47555,Mayor Joven Entre 60-69 Años,78
Santander,El Carmen De Chucurí,68235,Mayor Adulto Entre 70-79 Años,89
Atlántico,Ponedera,08560,Mayor Joven Entre 60-69 Años,18
Casanare,Pore,85263,Mayor Mayor Entre 80-89 Años,12
Santander,Bucaramanga,68001,Mayor Adulto Entre 70-79 Años,9
La Guajira,Urumita,44855,Nonagenario,1
Santander,Florián,68271,Adulto,3
Boyacá,Paipa,15516,Centenario,0
Boyacá,Tununguá,15832,Adulto,1
Atlántico,Sabanalarga,08638,Mayor Adulto Entre 70-79 Años,5
Tolima,San Luis,73678,Mayor Adulto Entre 70-79 Años,11
Antioquia,Vigía Del Fuerte,05873,Mayor Mayor Entre 80-89 Años,9
Magdalena,Guamal,47318,Mayor Joven Entre 60-69 Años,5
Santander,Suratá,68780,Adulto,11
Meta,Cumaral,50226,Adulto,15
Cundinamarca,Caparrapí,25148,Mayor Mayor Entre 80-89 Años,11
Antioquia,Turbo,05837,Adulto,825
Meta,Guamal,50318,Mayor Joven Entre 60-69 Años,10
Sucre,San Benito Abad,70678,Nonagenario,3
Cundinamarca,Topaipí,25823,Mayor Adulto Entre 70-79 Años,13
Córdoba,Puerto Libertador,23580,Mayor Mayor Entre 80-89 Años,27
Boyacá,Paya,15533,Mayor Adulto Entre 70-79 Años,7
Magdalena,Algarrobo,47030,Mayor Joven Entre 60-69 Años,5
Cundinamarca,Tocaima,25815,Mayor Joven Entre 60-69 Años,6
Norte Santander,El Tarra,54250,Mayor Adulto Entre 70-79 Años,31
Cesar,Manaure,20443,Mayor Joven Entre 60-69 Años,12
Antioquia,Montebello,05467,Mayor Adulto Entre 70-79 Años,67
Cesar,La Jagua De Ibirico,20400,Adulto,204
Meta,Cabuyaro,50124,Adulto Joven,2
Bolívar,Villanueva,13873,Mayor Mayor Entre 80-89 Años,9
Antioquia,San Rafael,05667,Adulto,100
Caquetá,Florencia,18001,Mayor Adulto Entre 70-79 Años,105
Norte Santander,Villa Del Rosario,54874,Mayor Joven Entre 60-69 Años,12
Cauca,Totoró,19824,NoReporta,0
La Guajira,Dibulla,44090,Adulto,129
Caquetá,Albania,18029,Adolescencia,1
Cesar,Valledupar,20001,Mayor Joven Entre 60-69 Años,306
Tolima,Alpujarra,73024,Mayor Joven Entre 60-69 Años,8
Antioquia,Remedios,05604,NoReporta,9
Putumayo,Mocoa,86001,Mayor Mayor Entre 80-89 Años,13
Antioquia,Caracolí,05142,Mayor Joven Entre 60-69 Años,2
Antioquia,Turbo,05837,Mayor Joven Entre 60-69 Años,633
Antioquia,Puerto Triunfo,05591,Mayor Joven Entre 60-69 Años,10
Vichada,La Primavera,99524,Adulto Joven,1
Guaviare,Miraflores,95200,Mayor Mayor Entre 80-89 Años,40
Bolívar,Mompós,13468,Mayor Joven Entre 60-69 Años,7
Cesar,Pailitas,20517,Adulto,168
Antioquia,Sonsón,05756,Nonagenario,14
Caldas,Aranzazu,17050,Mayor Mayor Entre 80-89 Años,3
Antioquia,San Luis,05660,Mayor Joven Entre 60-69 Años,107
Atlántico,Puerto Colombia,08573,Adulto,2
Nariño,Los Andes,52418,Mayor Joven Entre 60-69 Años,98
Valle Del Cauca,Bugalagrande,76113,Centenario,1
La Guajira,El Molino,44110,Mayor Adulto Entre 70-79 Años,13
Meta,San Carlos De Guaroa,50680,Adulto Joven,1
Putumayo,San Francisco,86755,Mayor Joven Entre 60-69 Años,12
Huila,Garzón,41298,Mayor Joven Entre 60-69 Años,36
Valle Del Cauca,Guadalajara De Buga,76111,Centenario,0
Antioquia,Chigorodó,05172,Mayor Adulto Entre 70-79 Años,91
Cauca,Cajibío,19130,Adulto,279
Norte Santander,Villa Del Rosario,54874,Adulto,31
Norte Santander,Convención,54206,Mayor Adulto Entre 70-79 Años,15
Antioquia,El Santuario,05697,Adulto,7
Norte Santander,Cúcuta,54001,Adolescencia,1
Cauca,Santander De Quilichao,19698,Adulto,84
Risaralda,Pueblo Rico,66572,Nonagenario,6
Tolima,Dolores,73236,Adulto Joven,2
Atlántico,Palmar De Varela,08520,Mayor Joven Entre 60-69 Años,2
Huila,La Argentina,41378,NoReporta,1
Huila,Saladoblanco,41660,Mayor Joven Entre 60-69 Años,15
Atlántico,Barranquilla,08001,Mayor Joven Entre 60-69 Años,58
Norte Santander,Convención,54206,Infancia,1
Antioquia,Angelópolis,05036,Adulto,3
Arauca,Puerto Rondón,81591,Nonagenario,1
Huila,Isnos,41359,Infancia,1
Tolima,Saldaña,73671,Adulto,2
Cauca,Guachené,19300,Mayor Mayor Entre 80-89 Años,1
Nariño,Linares,52411,Adulto,23
Cundinamarca,Silvania,25743,Mayor Adulto Entre 70-79 Años,14
Cauca,Argelia,19050,Mayor Joven Entre 60-69 Años,65
Caldas,Anserma,17042,Adulto,30
Magdalena,Sitionuevo,47745,Mayor Mayor Entre 80-89 Años,67
Meta,San Martín,50689,NoReporta,2
Casanare,Paz De Ariporo,85250,Nonagenario,2
Valle Del Cauca,Pradera,76563,Adulto,60
Tolima,Falán,73270,Adulto,11
Tolima,Fresno,73283,Mayor Joven Entre 60-69 Años,31
Córdoba,Valencia,23855,Mayor Joven Entre 60-69 Años,280
Santander,Betulia,68092,Mayor Adulto Entre 70-79 Años,31
Santander,Barrancabermeja,68081,Mayor Adulto Entre 70-79 Años,148
Huila,Colombia,41206,Mayor Adulto Entre 70-79 Años,32
Bolívar,Arroyohondo,13062,Mayor Joven Entre 60-69 Años,8
Bolívar,Montecristo,13458,Adulto,33
Antioquia,San Carlos,05649,Mayor Mayor Entre 80-89 Años,156
Boyacá,Villa De Leyva,15407,Mayor Joven Entre 60-69 Años,3
Meta,Villavicencio,50001,Mayor Joven Entre 60-69 Años,66
Santander,Barrancabermeja,68081,Centenario,4
Magdalena,Cerro San Antonio,47161,Adulto,5
Huila,Baraya,41078,Mayor Mayor Entre 80-89 Años,15
Antioquia,Caicedo,05125,Adulto,8
Cundinamarca,Pulí,25580,Mayor Adulto Entre 70-79 Años,10
Santander,Guadalupe,68320,Adulto,1
Cesar,Becerril,20045,Adulto Joven,3
Arauca,Arauquita,81065,Adulto,173
Cauca,Mercaderes,19450,Mayor Adulto Entre 70-79 Años,19
Meta,Mesetas,50330,Mayor Adulto Entre 70-79 Años,118
Huila,Hobo,41349,Adulto,9
Magdalena,Sitionuevo,47745,NoReporta,6
Bolívar,Villanueva,13873,Mayor Joven Entre 60-69 Años,34
Norte Santander,Arboledas,54051,Adulto,16
Norte Santander,Pamplonita,54520,Mayor Joven Entre 60-69 Años,1
Caquetá,Milán,18460,Mayor Joven Entre 60-69 Años,46
Caquetá,Morelia,18479,Adulto,30
Boyacá,Jericó,15368,Adulto,1
Atlántico,Repelón,08606,NoReporta,1
Putumayo,Puerto Guzmán,86571,Mayor Mayor Entre 80-89 Años,65
Tolima,Ambalema,73030,Nonagenario,4
Cauca,Piamonte,19533,Adulto,226
Norte Santander,Cúcuta,54001,Mayor Joven Entre 60-69 Años,192
Valle Del Cauca,Cali,76001,Nonagenario,6
Putumayo,Valle Del Guamuez,86865,Nonagenario,9
Quindío,Calarcá,63130,Mayor Adulto Entre 70-79 Años,5
Valle Del Cauca,Bolívar,76100,NoReporta,1
Tolima,San Antonio,73675,Mayor Mayor Entre 80-89 Años,12
Cundinamarca,Caparrapí,25148,Nonagenario,2
Boyacá,Chita,15183,Mayor Mayor Entre 80-89 Años,5
Nariño,Barbacoas,52079,Adulto Joven,6
Bolívar,María La Baja,13442,Mayor Joven Entre 60-69 Años,100
Cundinamarca,Fusagasugá,25290,Mayor Adulto Entre 70-79 Años,10
Antioquia,Dabeiba,05234,Nonagenario,19
Vaupés,Pacoa,97511,Mayor Adulto Entre 70-79 Años,3
Quindío,Génova,63302,NoReporta,1
Cauca,Balboa,19075,Mayor Adulto Entre 70-79 Años,16
Antioquia,Concordia,05209,Mayor Adulto Entre 70-79 Años,6
Bolívar,Calamar,13140,Nonagenario,6
Tolima,Murillo,73461,Mayor Joven Entre 60-69 Años,14
Chocó,Quibdó,27001,Mayor Adulto Entre 70-79 Años,33
Tolima,Ataco,73067,Centenario,5
Cundinamarca,Une,25845,Mayor Joven Entre 60-69 Años,2
Cundinamarca,Guaduas,25320,NoReporta,2
Magdalena,Tenerife,47798,Centenario,6
Tolima,Ataco,73067,Nonagenario,33
Cauca,Puerto Tejada,19573,Mayor Joven Entre 60-69 Años,3
Antioquia,Montebello,05467,Adulto,204
Putumayo,Puerto Guzmán,86571,Mayor Adulto Entre 70-79 Años,178
Boyacá,San Luis De Gaceno,15667,Nonagenario,1
Norte Santander,Ocaña,54498,Mayor Joven Entre 60-69 Años,55
Tolima,Lérida,73408,Mayor Mayor Entre 80-89 Años,14
Bolívar,Mahates,13433,Nonagenario,3
Cundinamarca,Chía,25175,Mayor Mayor Entre 80-89 Años,5
Risaralda,Quinchía,66594,Nonagenario,3
Meta,Castilla La Nueva,50150,Adulto,6
La Guajira,Barrancas,44078,Mayor Adulto Entre 70-79 Años,18
Antioquia,Marinilla,05440,Adulto,6
Córdoba,Los Córdobas,23419,NoReporta,0
Casanare,Maní,85139,Nonagenario,3
Caquetá,La Montañita,18410,Adulto,212
Tolima,Planadas,73555,Nonagenario,4
Magdalena,Sabanas de San Ángel,47660,Mayor Joven Entre 60-69 Años,127
Antioquia,Tarazá,05790,Mayor Adulto Entre 70-79 Años,86
Cundinamarca,Nariño,25483,Adulto,2
Santander,Suratá,68780,Mayor Mayor Entre 80-89 Años,4
Santander,Cimitarra,68190,Adulto,130
Norte Santander,Cúcuta,54001,Adulto,286
Meta,Barranca De Upía,50110,Mayor Adulto Entre 70-79 Años,8
Antioquia,San Jerónimo,05656,Adulto,8
Bolívar,Pinillos,13549,Mayor Adulto Entre 70-79 Años,8
Antioquia,San Luis,05660,Mayor Mayor Entre 80-89 Años,36
Nariño,Colón,52203,Adulto,56
Antioquia,El Bagre,05250,NoReporta,7
Magdalena,Aracataca,47053,Nonagenario,19
Cesar,Chiriguaná,20178,Centenario,0
Boyacá,Pajarito,15518,Mayor Mayor Entre 80-89 Años,3
Cesar,Becerril,20045,NoReporta,13
Córdoba,Valencia,23855,Mayor Adulto Entre 70-79 Años,237
Chocó,Atrato,27050,Mayor Joven Entre 60-69 Años,3
Meta,Fuente De Oro,50287,Adulto,38
Boyacá,Puerto Boyacá,15572,Nonagenario,1
Cundinamarca,Sesquilé,25736,NoReporta,0
Nariño,Barbacoas,52079,Mayor Joven Entre 60-69 Años,72
Antioquia,Cañasgordas,05138,Adolescencia,0
Chocó,Río Iro,27580,Adulto Joven,0
Antioquia,Carepa,05147,Mayor Joven Entre 60-69 Años,78
Córdoba,Puerto Libertador,23580,NoReporta,6
Antioquia,Abriaquí,05004,Adulto,4
Córdoba,Lorica,23417,Mayor Mayor Entre 80-89 Años,5
Bolívar,Achí,13006,Mayor Joven Entre 60-69 Años,13
Valle Del Cauca,Ginebra,76306,Mayor Joven Entre 60-69 Años,12
Antioquia,San Roque,05670,Nonagenario,7
Putumayo,Orito,86320,Mayor Joven Entre 60-69 Años,250
Cesar,Curumaní,20228,Adulto,132
Nariño,Francisco Pizarro,52520,Mayor Adulto Entre 70-79 Años,5
Sucre,Los Palmitos,70418,Adulto,21
Magdalena,Salamina,47675,Adulto,35
Valle Del Cauca,Tuluá,76834,NoReporta,9
Bolívar,San Fernando,13650,Adulto,1
Chocó,Atrato,27050,Mayor Mayor Entre 80-89 Años,2
Nariño,La Llanada,52385,NoReporta,1
Arauca,Arauca,81001,Mayor Joven Entre 60-69 Años,37
Caquetá,San José Del Fragua,18610,Adulto,73
Vichada,Cumaribo,99773,Nonagenario,20
Córdoba,Pueblo Nuevo,23570,Adulto Joven,1
Cauca,Caldono,19137,Mayor Adulto Entre 70-79 Años,12
Santander,Chima,68176,Adulto,4
Santander,Landázuri,68385,Adulto Joven,10
Chocó,Nóvita,27491,Adulto,24
Antioquia,Caracolí,05142,Mayor Adulto Entre 70-79 Años,1
Antioquia,Liborina,05411,Mayor Joven Entre 60-69 Años,1
Nariño,Policarpa,52540,Adulto Joven,6
Norte Santander,El Carmen,54245,Adulto,57
Caquetá,Morelia,18479,Mayor Mayor Entre 80-89 Años,10
Caldas,Samaná,17662,Mayor Mayor Entre 80-89 Años,100
Cundinamarca,Paratebueno,25530,Adulto,19
Tolima,Prado,73563,Nonagenario,2
Huila,Acevedo,41006,Mayor Mayor Entre 80-89 Años,5
Casanare,Orocué,85230,Adulto,52
Boyacá,Labranzagrande,15377,Mayor Joven Entre 60-69 Años,12
Norte Santander,Sardinata,54720,Primera Infancia,1
Chocó,Medio Atrato,27425,Adulto,19
Santander,Capitanejo,68147,Mayor Joven Entre 60-69 Años,4
Cundinamarca,Caparrapí,25148,NoReporta,1
La Guajira,Dibulla,44090,Mayor Adulto Entre 70-79 Años,65
Casanare,Tauramena,85410,Mayor Joven Entre 60-69 Años,30
Valle Del Cauca,Buenaventura,76109,Mayor Mayor Entre 80-89 Años,45
Santander,San Vicente De Chucurí,68689,Mayor Mayor Entre 80-89 Años,43
Magdalena,Sitionuevo,47745,Adulto,156
Bolívar,El Guamo,13248,Mayor Joven Entre 60-69 Años,16
Nariño,El Tablón De Gómez,52258,Mayor Joven Entre 60-69 Años,220
Chocó,El Carmen De Atrato,27245,Nonagenario,4
Atlántico,Sabanalarga,08638,Adulto Joven,1
Atlántico,Piojó,08549,Infancia,1
Casanare,Villanueva,85440,Adulto,11
Caquetá,Solita,18785,Mayor Adulto Entre 70-79 Años,15
Meta,La Macarena,50350,Infancia,1
